"","de028ad4-7ae6-11e9-a106-68b59976a384","PNP_Main_283","PNP_Validation_55","G80275","PNP_Main_363","SAMEA7045572","SAMEA7045355","HD-13","EGAR00001420773_9002000001423910","SID5428-4","G88848","G88743","PNP_Main_161","SAMEA7045443","SAMEA7045434","PNP_Validation_96","G80532","EGAR00001420742_9002000001415730","SAMEA7045220","G88982","EGAR00001420843_9002000001441150","a48719f0-7ae6-11e9-a106-68b59976a384","EGAR00001420336_9002000001272430","SID103_4M","EGAR00001420568_9002000001370790","EGAR00001420295_9002000001258923","G88782","G80373","EGAR00001420244_9002000001236274","PNP_Main_398","ESS-0243","HSM5MD8H_P","EGAR00001420873_9002000001447911","G89260","SID39_12M","aaf6076a-7ae6-11e9-a106-68b59976a384","EGAR00001420459_9002000001336350","HD-30","SID570_4M","ESS-0208","G80371","dc239b54-7ae6-11e9-a106-68b59976a384","MH0456","DHAK_HN","EGAR00001420696_9002000001402983","Travel054","EGAR00001421017_9002000001486419","PNP_Main_508","DHAK_HB","MH0430","SAMEA7045516","G88997","G88966","SID5427-1","SAMEA7045144","SID8c0a6d5a-7ae6-11e9-a106-68b59976a384","EGAR00001420242_9002000001235670","G80616","PNP_Main_440","SID64cff2e6-7ae6-11e9-a106-68b59976a384","SAMEA7045776","DHAK_HDA","SAMEA7045686","EGAR00001420221_9002000001228512","SAMEA104142088","SID504_12M","SAMEA7045298","YEZ_N-23","EGAR00001420666_9002000001395260","G80565","G88929","SID6eb0cd1c-7ae6-11e9-a106-68b59976a384","SID9a17daae-7ae6-11e9-a106-68b59976a384","cd74a670-7ae6-11e9-a106-68b59976a384","ac725ce2-7ae6-11e9-a106-68b59976a384","d7fa5842-7ae6-11e9-a106-68b59976a384","MH0458","EGAR00001420766_9002000001422322","EGAR00001420538_9002000001360382LL","Travel115","MSM79H81","MH0139","SID8bc1311c-7ae6-11e9-a106-68b59976a384","SAMEA7045662","PNP_Main_65","EGAR00001421055_9002000001503823","MH0164","SAMEA7041184","G80265","G88988","SAMEA7045071","SAMEA7045948","MSM9VZFR","EGAR00001420999_9002000001480470","G89017","SID7197b6ee-7ae6-11e9-a106-68b59976a384","PNP_Main_358","G78895","a4b551a8-7ae6-11e9-a106-68b59976a384","Travel023","V31_01_2FE","A85_01_1FE","A27_02_1FE","JAS_1","A59_01_1FE","A19_01_1FE","A04_01_1FE","A75_02_1FE","TZ_29321","A28_02_1FE","LDK_5","A11_01_1FE","A07_01_1FE","A81_03_1FE","JAS_5","TZ_91827","LDK_9","A72_02_1FE","A91_02_1FE","A70_03_1FE","TZ_60579","A36_01_1FE","TZ_37609","A20_01_1FE","A01_02_1FE","TZ_65642","TZ_83627","KHG_4","A46_01_1FE","TZ_10742","LDK_1-2","V50_01_1FE","A79_02_1FE","TZ_47979","V53_02_1FE","A47_01_1FE","A43_02_1FE","JAS_8","V06_02_1FE","JAS_4","LDK_8","A54_02_1FE","A82_02_1FE","TZ_83788","A25_01_1FE","A09_02_1FE","LDK_2","V36_02_2FE","LDK_3","A06_01_1FE","TZ_93321","TZ_73414","A39_04_1FE","KHG_11","V07_02_2FE","KHG_6","A62_01_1FE","TZ_41014","V48_03_2FE","A73_02_1FE","A73_01_1FE","JAS_7","A68_01_1FE","TZ_24827","A92_01_1FE","A15_02_1FE","JAS_2","A55_01_1FE","V54_01_1FE","A23_01_1FE","A44_01_1FE","A03_01_1FE","V19_01_2FE","TZ_61717","A88_02_1FE","A47_02_1FE","TZ_21618","A90_04_1FE","TZ_67706","A58_03_1FE","TZ_83985","A08_01_1FE","A53_01_1FE","TZ_42041","A94_02_1FE","A04_04_1FE","TZ_38244","A41_01_1FE","A10_01_1FE","A89_02_1FE","A46_02_1FE","TZ_87532","A94_01_1FE","KHG_7","LDK_4","KHG_9","A48_01_1FE","KHG_1","TZ_81781","A09_01_1FE"
"Bifidobacteriaceae",0.00726,7.70482,0.12398,0.98396,2.27658,0.76473,0,0.16361,28.69637,0.00365,4.85837,13.08897,6.17791,5.7056,1.41903,0.36134,9.60348,18.02767,0.73982,10.04298,29.618,30.75156,0,0,20.15908,25.59277,4.73745,2.52165,2.42806,12.18562,0.35785,0.03912,37.48218,37.82921,4.54516,20.74462,0.24991,0.04117,13.58085,0.13993,13.00387,30.59668,0.7184,0.06971,5.34192,1.13993,20.01808,0.46551,0.64227,4.06328,2.0379,10.5849,15.8136,0.45338,4.76229,31.86482,31.54637,10.78749,0.01989,28.60689,5.24281,5.55503,1.07427,14.15504,12.33975,3.99895,0.46313,0.0666,2.17886,51.47833,32.84832,0,36.29218,18.53974,49.36539,0,0.00195,27.88742,10.3933,1.37606,0.00632,1.54452,82.91945,2.72716,10.16365,11.43563,0.33637,2.19011,0.18402,18.94014,1.89733,5.40083,0.01647,14.05301,7.61938,58.41817,6.60153,1.92706,88.79764,1.0899,0.45493,3.12529,1.13706,5.85048,0,0,0.12013,0.05551,0,13.53327,5.80496,6.79871,0.005,0,13.13785,0,4.3109,0,0.0099,0.06688,0,0.22406,0,0.29684,5.66778,0,0,0.32218,0.13611,0,0.48125,1.09306,1.93656,0,2.71241,0.04111,0,18.89237,0,16.78067,4.03733,0.39279,0.5815,0.90545,0,6.47118,6.51015,0,0.79938,0,0,0,4.67844,12.7241,0,11.37977,0,0,7.70695,0.01695,0,2.42449,0.00324,0,0.03514,0,26.76678,0.10127,0,0.01411,12.63501,8.62324,0,0,0.01188,0.2507,0,3.31182,0,17.28343,0,0,0.00208,0,0,0,0,0.14417,0,0,0,0,0.12524,42.51092,5.7691,9.9329,0,35.67078,0,0.00108
"Clostridiaceae",0,0,0.08481,0,0.04451,0.26994,0.46819,0,0,1.99103,0,0,0,0.12282,2.46611,0.02019,0,0,0.3364,0.02187,0.08436,0,0.22428,0.24316,0.02947,0,0.23066,0.28467,0.1208,0.30945,0.55496,2.01148,0.05473,0,0.04646,1.58728,0,0,0,0.05667,0.49189,0.19998,0.16692,0,0.32415,0,0,1.13612,0,0.36225,0.17655,0.05668,0.10444,0.01275,0.02013,0.05874,0.02647,0,2.21635,0,0.00463,15.2665,0.4131,0.43944,0.00252,0.6398,0.12883,0.04581,4.40839,0.04593,0.02042,0,0,0.59285,0.02603,0,1.62985,0,0,0,0.00316,0.70712,0.88148,0.34445,0.08243,0.11442,0,0.31198,1.7679,0.08368,0.42529,1.46421,0.01722,0.52748,0.06215,0,0.37122,0,0,0.01122,0.1933,0,14.17771,0.23543,0,0.54103,6.29771,1.62368,4.20992,1.53601,0.25005,0,4.86816,3.07413,0.00523,14.89569,0.06237,0.17232,0,0.19668,11.51618,2.17228,13.90677,0.34206,0,2.63374,36.16241,0.0089,0.59929,0.65163,1.0824,0,0.66754,6.32634,0.06765,1.44128,2.02097,0.21132,1.5875,0.05215,0.01957,0.04136,0.80709,0.54193,0.05532,0.35184,0.78006,1.80212,0.04516,0,1.91371,1.06077,0.19893,0.05679,0.92263,0.03833,0.12586,1.07244,0.52268,1.62344,9.17268,0.40362,0.20655,0.72116,18.45135,0.00966,0.50951,0.05252,0.2112,2.87088,0.78063,0,0.35221,18.57085,0.29375,1.09151,18.5472,0.40774,0.32368,0,0.48498,3.60928,1.18094,4.35864,8.46668,0.05117,1.74734,0.7415,0,6.08155,2.0525,0.04587,0.27566,0.01387,0.06736,0,1.45833,0.04618,2.30489,0.01435
"Ruminococcaceae",0,13.77777,5.17178,18.4916,14.04315,14.2971,18.39048,7.33027,21.88054,26.12743,13.07672,28.26341,9.02202,19.46133,10.60226,2.9294,0,16.01146,22.49087,6.05205,17.2814,0,41.20729,0.0048,6.51709,11.12124,14.4408,4.00526,18.478,4.88263,9.02704,25.67426,11.65155,7.63599,9.83366,0,28.75658,7.30886,0.03423,6.80472,1.71349,14.44569,20.21093,0.20281,22.82308,10.75332,15.86309,19.66888,8.26282,12.95362,21.05935,11.25846,13.77872,22.29214,29.38838,5.88454,5.55522,0,5.51168,0,12.43109,5.79144,35.08479,24.20354,0.40837,16.8863,15.43307,1.59561,12.37381,0.70776,25.69283,0,0,12.7079,14.16994,0,9.13092,18.23125,19.85532,11.30059,12.38742,11.49682,0,12.87557,13.05192,21.5312,2.90837,4.97701,3.73068,25.72901,13.84749,10.38134,3.69105,24.97142,12.13001,0,14.77106,18.88565,0,19.23047,10.24781,5.4669,14.4715,4.26428,6.92886,1.38971,3.38267,21.40581,6.81647,9.58037,7.98646,1.18335,24.09063,12.06175,5.8881,22.65943,2.42781,7.62849,29.08565,14.213,16.37315,8.82571,9.41769,2.81033,10.83061,6.58764,2.71175,3.56351,22.91176,17.42171,3.31086,9.67956,13.80105,17.99774,2.17819,3.07109,8.19235,18.36792,24.10262,6.90101,7.52625,5.612,2.52978,16.08984,9.21461,0.36027,2.15452,11.46431,1.6142,3.76891,16.65297,10.0362,0.36439,4.0083,32.12271,17.85875,1.37529,12.00428,6.72369,0.71829,29.94536,4.1305,1.88072,41.53048,12.53075,0.04508,13.94962,18.38198,2.61493,7.99655,5.82006,6.26224,7.93182,32.68493,0.76299,1.54981,5.78257,11.14114,10.7526,1.22381,11.06023,15.39198,11.41854,10.36046,11.74838,8.46954,16.21431,8.31867,3.66627,12.92558,14.58859,7.68677,17.92819,7.32183,2.74694,9.91911,13.43134,6.33021,8.83549,4.75976
"Enterobacteriaceae",0.00768,0.00884,0.03216,0.97681,0.18341,0.03386,0.01409,0.17894,0,0.8095,0.07915,0,0.04252,3.83627,0,0,0.53442,0,0.01955,0.57265,0.81107,46.90107,0.05959,51.05223,0,0.01935,0,3.98577,0,0.2033,0.90442,0,8.95768,0.20947,0.05768,0.20616,0,1.70288,1.00416,0.55319,0.62132,0.18893,3.91061,1.88493,6.50919,0,0,0,0.04408,0.09022,0,0,0.02354,0.05611,0,0.2126,0.58173,18.29164,0.00804,0,0.01747,2.07058,0.01167,0,0.01282,3.42805,0.10293,0,0,0,0,78.41545,11.30399,2.71324,1.66036,30.40922,0,0,0.04027,0,0,0,5.68482,0.02232,0,0.01468,0.00411,0.35437,18.33027,0,0.04142,0.56066,0,0.01874,0.00399,26.92583,0,0.17956,2.40181,0.19763,19.33813,1.60979,0.61872,0.06267,4.60075,59.71716,18.7612,0.33207,0,16.21666,0.03246,2.59707,0.58341,1.44661,0.0043,0,0.02511,5.45399,0.99856,0.36998,0,17.49017,0,56.8141,19.18529,0.23788,0,0.5217,0.95124,0,0.29938,36.34893,1.30965,0,65.82141,44.13379,9.24713,0,0.62825,0.03365,0.02778,28.61918,9.49772,0,0.71126,52.14681,0.01909,24.45186,0,0,0,0.63332,85.24785,0.01515,1.15868,0.65272,14.56221,0.05448,5.14011,84.86325,6.87709,0.3993,40.86985,0,15.22209,1.57084,0.00329,0.22797,43.01267,8.11146,22.11402,5.35422,18.40064,0,63.75436,85.35927,0,5.92539,0,1.31759,0,20.76129,8.06157,0,0.2019,5.16796,0,31.33265,2.43712,0.15209,10.98467,0.76159,1.97279,9.44188,5.07621,0.15774,3.43259,17.20928,0,55.07522
"Desulfovibrionaceae",0,0.74883,0.02481,0.12442,0.04556,0.30744,0,0,0,0.46106,0.31998,0,0.01471,0.02757,1.13885,0.01304,0.10277,0.03385,0.00548,0,0.22876,0,0,0,0,0.21156,0.13521,0.12891,0,0.1747,0.05148,0.00404,0.23919,0,0.03749,0,0.00592,0.01544,0,0.00162,0,0,0,0,0,0,0,0.33943,0,1.10647,0.03531,0.10916,0.53142,0,0.44503,0,0,0,0.47304,0,0.06827,0,0.06036,0.02605,0,0,0.00033,0.12563,0.41822,0,0.17921,0,0,0,0,0,0.08782,0,0,0,0,0.0117,0,0.08376,0,0.1928,0.01174,1.34832,0,0,1.34752,0.06841,0,0.14606,0.00433,0,0.19823,0,0,0.28123,0.07108,0,0.18714,0.04118,0.28667,0.24492,0.07854,0.623,0.14935,0.07679,0,0,0.90798,0.03463,0,0,0,0.11124,0,0,0,0.12558,0.21249,0.00333,0.03059,0,0,0,0.34609,0,0,0,2.0114,0,0.00083,0.38565,0,0,0.06944,0.00459,0.0029,0.08673,12.68313,0,0,0,0.00458,0.29976,0.01364,0,0,0,0.00257,0,0.24248,0.03219,0.30609,0,0,0.0065,0,0,0,0,0.3822,0,0.2654,0,0.02395,0.21961,0,0,0.60604,0.08431,0.51862,0,0,0,0,0,0,0.03552,0.00343,0.03205,0.71206,0.16811,0,0.05352,0.01649,0.0833,0.27467,0,0.0119,0.37564,0,0.01985,0,0.00442,0,0.14089
"Eggerthellaceae",0,0.41989,0.19034,0,0.03053,0.08962,0.14928,0.00042,0.48308,0.99184,0.0691,0.24459,0.06022,0.51984,0.56474,0.00112,0.12794,0.41076,0.25266,0.14871,0.64966,0,10.27951,0,3.37303,0.48046,0.53378,0.14275,0.88673,2.12814,2.44884,0,0.28856,0.91591,0.00067,0.51837,0.33531,0.01503,0.77841,0.05701,0.38026,0.40019,0.47938,0,0.54203,0,0.92027,0.02229,0,0.01308,0.05041,0.29069,0.37323,0.40711,0.09156,0.09365,1.22834,0,1.18563,0,0.05649,0.40079,0.25784,0.94134,0,0.11029,0.07389,0,0.40208,5.8802,1.21211,0,0,0,1.2208,0,0.21734,0.77665,0,0.0733,0,0.0089,0,0.34997,0.35799,0.19285,0.0634,0.16384,0,0.37182,0.15336,0.53218,0,0.49794,0.33762,0,0.06708,1.40753,0,0.09015,0.46745,0.45644,0.67244,0.17233,0.94819,0.95029,0.21514,0.18516,0.2318,0.74151,0.08395,0.05913,0.1449,0.06007,0.21294,0.81477,0.15519,0.24175,0.10138,0.53387,0.70986,1.87616,0.14258,0.02715,0.11179,0.2462,0.01839,0.07742,0.39575,0.01608,0.15938,0.02357,1.06459,0.19769,0.10391,0.29864,0.00318,0.23217,2.44832,0.18023,0.11827,2.3941,8.25466,0.07856,0,0.05308,0.00075,0.00268,0.04351,0,0.84651,0.12389,0.03822,0.09364,0.0203,1.08568,0.67519,0.19589,3.11411,0.09963,0.15565,0.08293,0.60137,0.35875,3.50773,0,0.19087,0.03159,0.12869,4.3686,1.07746,0.69746,0.46431,0.26846,0.14079,0.04609,0.43484,0.12156,0.26213,0.10328,0.26324,0.08793,0.0629,0.69016,0.92641,0.06094,0.12647,0,0.11705,0.0205,0.24532,0.49833,0.04671,0.55942,0.17092,0.4005,0.86099,0.07128,0.11684,0.54592
"Streptococcaceae",95.24231,0.01167,0.0194,0.04262,2.18252,0.20012,0.1238,0.05969,1.60272,0.00161,0.17323,0.16784,0.17622,0.20305,0.02443,0.00119,0.37033,2.03006,0,0.09215,0.07854,13.67761,0.98896,0.50957,10.46071,7.45208,0.68021,0.03738,5.32587,1.06818,0.25205,0,1.65838,2.91064,0.68526,5.09967,1.79144,0.00527,0.0075,1.80386,1.47668,1.35536,0.05297,0.12515,0.25929,0,0.01174,0.04898,0.017,0.00384,3.50851,1.30767,1.08757,0.11396,0.07351,5.83484,0.7191,0,0.06187,16.62949,0.03965,0,0.08797,0.20173,1.14584,4.73996,0.29776,0.00182,0,1.08329,0.02963,4.28065,0.47137,3.75265,1.24083,0,0.00128,0.72496,0.80288,6.84279,0.32357,0.11335,4.64263,0.70764,0.14013,13.85221,0.00638,0.04805,1.12266,2.40185,0.01583,0.07389,0,0.04841,0.16709,1.18579,0,67.01556,1.39285,1.63362,1.1335,19.82833,6.18593,0.06869,0.66136,0.25937,2.01049,0.05713,0,0.09521,0.06522,8.59674,0.07747,2.2042,0.20355,0.43805,0.20028,0.05246,0.46996,0.75535,0,24.99677,0.02533,15.9553,0.11798,1.90543,0,0,0.65424,0,0.13121,0.00669,0.03907,0,1.41599,0.08363,4.12137,0.37903,0.50029,0.83923,0.15874,1.24473,0,0.16639,0.1655,0.43418,0.01449,0.77177,0,0,0.64605,0.23572,0.41388,0.00534,0,0.604,62.85605,0.54838,7.73298,0.06912,1.26133,0.03601,29.91452,0,0.26772,0,0.17488,0.07527,11.06983,0,3.28697,0.82889,0.61898,0,0.1266,1.58882,0.32694,0.62633,2.44804,0.57669,0.01116,0,2.2207,0,0.15526,0.3736,0,0.05566,0.44317,0,0.00669,0.06156,0.08567,0.02461,3.5124,0.11863,15.77446,0.20698,0.5884,0.23155
"Peptostreptococcaceae",0,0.73076,0,0.04257,3.47145,0.00816,0.41408,0.03836,0.15905,0.13471,0,0.00105,0.00966,0.7859,0.1662,0,0.00042,0.39395,0.01412,0.35976,0.15065,0,0.01915,0,0.18758,0,0,0.01633,0.00622,0.46219,0.03322,0,0,0.08107,0.11841,0.04404,0.04614,0.01826,0,0.00119,0.08213,0.30437,0.03691,0,0.9964,0.102,0.08757,0,0,0,0.06501,0,0.04356,0.32198,0.02267,0.0121,1.41293,0,0.19951,0,0.00359,0,0.01361,0.22651,0.00666,0.59264,0.00212,0,0.03661,0.05907,0.0198,0,0,0.06876,0.09851,0,0,0,0,0.10185,0.00308,0.14725,0.17898,0,0.3407,0.0046,0,0.09239,0,0.39302,0.0102,0.32697,0,0.35138,0,0,0.06077,0,0,0.05824,0.14529,0.00314,0.17632,0.0517,0.00189,0.80341,0.30976,0.02757,0.55633,0.32007,0.00459,0.02193,0.11219,0,0,2.62872,0.00233,0.2154,0,0.17446,1.65066,0.0566,0.15306,0.10744,0.03372,1.0044,1.36218,0,0.5842,0.35281,0,1.43549,1.04048,0,0.09663,0.02127,0.1635,0,0.00963,0.00671,0,0.04947,0.78682,0,0,0.1537,0,0.03632,0,0,0.03004,0.4623,0.05312,0,0,0.01254,0.09049,1.44865,0.8943,0,0.02175,0,0.30009,0.1774,1.81097,0,0,0.02828,0.3268,4.51004,2.49363,0.04873,0.10977,0.22311,0.0594,0.09534,0.05977,0.00398,0.89213,0.04704,0,0,0,0,0,0.01297,0,0.02276,0.39379,0.00043,0.07386,0.02675,0,0,0,0,0.01013,0,0.28458,0.07049
"Firmicutes unclassified",0,1.8427,0.32147,0.33714,0.06638,0.01301,0.03543,0.60004,0.25618,6.71555,1.94644,0.02202,0.07635,1.2163,0.65994,0.01809,0,0.1276,0.55379,0.03566,1.27613,0,1.16943,0,0.58474,0.82873,0.52483,0,0.36042,0.1304,0.17762,0.00908,0.39548,1.38288,1.70905,0,0.19797,0.18315,0,0.12694,0,0,6.59822,0,0.02974,5.53033,2.3236,0.06249,0,3.69167,0.24198,0.03709,1.55736,0.38222,0.13203,0,1.71443,0,0.18582,0,0.54172,7.80357,2.23316,0.27692,0,0,0.04427,0,1.88456,0,0.33244,0,0,0,0,0,0.22526,0.02992,0.75119,0.02016,0.03454,0.39608,0,0.43248,0.86218,0.46805,0.17094,0.10824,0.04618,0.11053,1.33491,0.32173,0.12991,2.12691,0.03217,0,0.09878,0.01045,0,0.77923,0.08419,0.24508,0.36847,0.68303,0.01414,0.34755,0.00989,1.36659,7.26535,0.14126,0.15644,0.00103,1.74241,3.65063,0.04738,1.96216,0.01829,0.27255,0,1.02309,13.41476,0.81203,3.63862,0.00259,0.06508,0.28855,4.10348,0,0.04394,3.94937,0.03786,0.31089,2.77371,4.44072,0,0,0.04283,0.17894,0.04491,0.03267,0.15456,3.43534,0.11175,0.01788,0,0.02735,0.54926,0.23257,0.10737,0,0.14106,0.76209,0,0,2.11774,0.36816,0.01224,0.0142,0.223,0.07159,2.88741,0.1819,0.00227,0.70134,0.83889,0.23095,1.17799,0.02722,0.15288,0.62527,1.13871,0,0.00458,2.42213,0.57691,0.38173,0.18057,0.75939,0.05802,0.18041,1.4736,1.46137,0.85556,1.4988,1.39147,0.15293,0.03465,0.02531,0.01538,1.98591,2.4395,2.36495,0.04194,3.24614,0.00562,0.33133,0.00766,0.07205,0,0.21518
"Prevotellaceae",0,1.14163,39.97464,0,0.03644,0,0,0.10829,0,1.88606,48.43885,20.6467,37.26415,0,12.71334,72.9797,0.01823,4.93888,0.19349,45.88603,1.86465,0,0,0,0,3.73175,0.37666,0.97596,0,1.04715,0.10388,0,1.67963,0.09414,0,0.07955,0.39955,52.08993,0,2.31364,0,0,0.00053,85.23749,0,17.9205,0.69942,0.00507,64.25481,16.55948,0,0.28079,9.76131,0.0279,0,37.22413,0.2158,0,9.71756,0,0,16.87447,0,0,68.1665,2.62104,0,0.0277,2.20553,0,0.0101,0,0,0.01763,0,0,4.45465,11.7517,7.873,46.1016,0,0.53264,0,0.02744,6.54967,0.31114,79.48453,1.84686,0,0.00353,0.33744,1.50017,0,0.25843,0.18649,0,25.79515,0,0,2.82289,47.21289,25.39377,3.90345,59.61191,21.98762,4.40353,46.29564,30.61403,42.9166,4.20361,44.31529,3.52202,9.39411,32.73786,43.64935,2.23491,79.59241,52.32392,11.94847,44.66777,2.95971,16.82889,22.11759,10.61093,29.83274,24.85228,6.00062,82.39456,38.86915,10.86254,77.61619,17.80777,3.46517,35.59418,0.72939,17.86792,49.57933,6.56532,27.38628,42.28098,54.72458,18.39571,1.44307,57.80671,29.67922,1.07184,74.2264,5.35784,92.60949,84.60399,40.40085,21.18013,2.59794,52.46352,20.93102,25.10615,4.58473,19.45282,14.58248,5.22986,14.83195,58.08229,0.27987,3.32868,4.55827,0.02107,20.30869,0.00392,11.50817,3.12799,5.43195,52.39842,38.20662,6.86773,0.46322,0.27775,0.66089,7.68062,16.83043,4.74876,56.43216,6.03267,10.1453,14.16167,28.55868,51.23263,41.98719,10.67745,56.45861,15.60637,1.52143,1.49601,66.88344,3.09482,67.87435,37.94711,14.64293,0.07274,57.14031,11.10401
"Erysipelotrichaceae",0,1.11709,0.17987,0,0.46319,0.01916,0.20162,0.32047,0.1785,0.58594,0.46589,1.25647,0.05575,0.03725,1.87104,0,0,0.11228,0,0.76337,0,0,1.91983,0,0.08785,0.13203,0.02115,0.00665,0.34138,1.82668,0.07588,0,0.56846,0.15005,0.31959,3.37058,0.00366,0.01785,0,0.16614,0.32862,1.45705,0.06517,0,0.94297,1.72816,0.64547,0.0144,0,1.13466,0.01413,0.01075,1.05329,2.07045,0.00941,0.25926,0.49341,0,3.82524,0,0.02126,0.33828,0.00197,0.06274,0.00574,0.8488,0,0.0069,0.5897,20.46604,0.61115,0,0,21.64047,4.09955,0,1.85285,0.44727,1.163,3.13096,0.00282,0.08024,0,0.09431,2.30793,0.28408,0.3906,2.49444,0,0.95344,0.14694,1.49788,0,0.33061,0.53111,0,1.13981,0.20066,0,6.78266,0.46335,0.58618,0.29133,5.64036,0.86781,2.86236,1.96165,0.72003,0.66617,1.19542,0.25641,15.38479,0.42038,2.99862,4.25784,7.72772,0.17977,2.46837,1.85952,3.75354,3.74472,0.19631,0.1493,0.83794,0.12095,4.54383,0.23705,0.5114,1.64064,8.18964,0.15548,0.50713,1.50648,0,0.74108,0.97674,0,2.64624,0.22233,3.09241,0.28143,1.32266,0.31682,0.43069,0.03641,1.26319,0.52558,1.0142,0.19849,0,0.04707,2.73787,0.84116,0,1.15909,0,1.25053,6.26914,5.71449,0.12855,2.74135,1.88983,0.82014,0.61783,1.17198,0.64121,13.02152,0.03323,1.26408,6.60843,3.26048,0.46148,0.48332,0.80629,4.23891,0.13561,0.80265,0.69173,3.24663,7.14826,0.62311,2.47975,0.3984,0.31002,0.26801,1.93534,0.06799,0.07187,0.56724,0.31931,1.21748,7.69345,0.22967,0.38191,0.13171,0.1674,0.66113,0.00794,0.35539,0.99793
"Clostridiales unclassified",0,0.01447,0.02048,0.09509,0.03421,0.11793,0.10875,0,0.5635,0.28745,0,0,0.05072,0.72045,0.69067,0.02132,0,0,0.06587,0,0.37135,0,0.36513,0,0.03357,0.02132,0,0.02145,1.43693,0.00852,4.5593,0,0.47093,0.01536,0.04276,0,0.05422,0,0,0.71528,0,0,1.19849,0,0,0,0.00713,0.32609,0,0.04944,0.01012,0,0.22068,0.46383,0.43297,0,0,0,0.10575,0,0.23865,0,0.13694,0.20501,0,0,0.09973,0.62959,0.08645,0,0.331,0,0,0,0,0,6.96546,0.00732,0.00919,0,0,0.0166,0,0.01409,0,1.10935,0.04297,0.1531,0,0,0.16391,0.7743,0.93069,0,0,0,0.00301,0,0,0.00543,0,0,0,0,0,0.38459,0,0,0,0,0,0,0,0.00268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00391,0,0.00397,0,0,0,0,0,0,0,0,0,0,0.47584,0,0,1.84975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312,0.02681,0,0.00145,0,0,0,0,0,0,0,0,0,0.00738,0,0,0,0,0
"Oscillospiraceae",0,0.83424,0.58163,0,0.01212,0.50922,0.2586,0.00462,0,3.86524,1.54382,0.07009,0.08254,1.11175,3.82733,0.36085,0,0.36291,1.17766,0.04631,0.37443,0,0.09936,0,0,0.46593,1.00174,0,0.25592,0,0.00342,0.18869,0.51935,2.78504,0,0,0.46535,0.25463,0,1.83842,0,0,1.67462,0,0.03287,7.05715,0.16614,0.78553,0.29512,1.03273,0.28144,0.38175,0.81725,3.47148,0.52352,0,0.04424,0,1.47751,0,0.80365,0.65028,1.77508,0.38629,0,0,0.87909,0.84488,1.15755,0,0.0641,0,0,0,0,0,0.17025,0.04746,0.61789,0.33268,2.39615,0.01764,0,3.27592,1.36847,0.44315,0.18865,0.38348,0.20713,0,2.70616,3.78561,0.87109,0.17764,0.00668,0,0.3098,0,0,1.33818,0.05044,0,0.1311,0.37893,0.01487,0.16395,0.01592,0.14564,2.13412,0.15962,0.25369,0,0.10201,3.3636,0.02001,0.07214,0.08664,0.0131,0.00425,0.5701,1.67347,0.13337,1.01459,0.00857,0.45508,1.10206,0.87079,0.07098,0.09691,1.03786,0.03633,0.0371,0.9741,2.87359,0.00428,0,0.59287,0.12879,5.53016,0.10314,0.37786,0.00149,0.18324,0.01237,0.16243,0.07298,0.21654,0.17816,0.072,0,0.11897,0.26256,0,0.00185,11.30724,1.58917,0.00378,0.23437,2.24003,0.00178,1.03709,0.14721,0.00538,0.02216,0.14108,0.30563,0.16761,0.03245,0.00454,1.08411,0.04829,0,0.04427,1.86607,0.11193,0.00505,0.16768,0.40073,0.2473,0.63541,0.19011,4.32252,0.3176,0.24321,0.62162,0.05532,0.82734,0,0.04701,2.55513,0.57971,0,0.93355,13.48902,0.04093,1.59282,0.89027,0.00386,0.12019,0.02553
"Selenomonadaceae",0,0,0,0,0.01028,0,0,0.00049,0,0,0,0.80502,0.00479,0,0,0,0,0,0,0.44129,0,0,0,0,0,0.11841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00394,0,0,0,0.58443,0,0,0.00609,0.01064,0.14008,0.26612,0,0,1.10743,0,0,0,0,0,0,0,0,0.20254,0,0,0.19978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43207,0.46754,0,0,0,0,0,0,0,0,0,0.6404,0,0,0,0,0.18891,0,0.44717,0,0,0,0,0.1987,0,0.02678,0.43611,0,0,0.13462,0,0.16039,0,0,0,0,0,0,0,0,0,0,2.21652,0,0,0,0,0.05003,0,0.05895,0,0,0.46605,0,0.26494,0.03956,0,0,0,0,0.00347,0.71721,0,0.00283,0,0,0,0,0.28633,0,0.00547,0,0,0,0,0,8.07297,0,0,0,0,0.12812,0,0,0,0,0,0,0,0.00095,0.01666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45985,0.00449,1.13242,0,0.28938,0,0
