"","de028ad4-7ae6-11e9-a106-68b59976a384","PNP_Main_283","PNP_Validation_55","G80275","PNP_Main_363","SAMEA7045572","SAMEA7045355","HD-13","EGAR00001420773_9002000001423910","SID5428-4","G88848","G88743","PNP_Main_161","SAMEA7045443","SAMEA7045434","PNP_Validation_96","G80532","EGAR00001420742_9002000001415730","SAMEA7045220","G88982","EGAR00001420843_9002000001441150","a48719f0-7ae6-11e9-a106-68b59976a384","EGAR00001420336_9002000001272430","SID103_4M","EGAR00001420568_9002000001370790","EGAR00001420295_9002000001258923","G88782","G80373","EGAR00001420244_9002000001236274","PNP_Main_398","ESS-0243","HSM5MD8H_P","EGAR00001420873_9002000001447911","G89260","SID39_12M","aaf6076a-7ae6-11e9-a106-68b59976a384","EGAR00001420459_9002000001336350","HD-30","SID570_4M","ESS-0208","G80371","dc239b54-7ae6-11e9-a106-68b59976a384","MH0456","DHAK_HN","EGAR00001420696_9002000001402983","Travel054","EGAR00001421017_9002000001486419","PNP_Main_508","DHAK_HB","MH0430","SAMEA7045516","G88997","G88966","SID5427-1","SAMEA7045144","SID8c0a6d5a-7ae6-11e9-a106-68b59976a384","EGAR00001420242_9002000001235670","G80616","PNP_Main_440","SID64cff2e6-7ae6-11e9-a106-68b59976a384","SAMEA7045776","DHAK_HDA","SAMEA7045686","EGAR00001420221_9002000001228512","SAMEA104142088","SID504_12M","SAMEA7045298","YEZ_N-23","EGAR00001420666_9002000001395260","G80565","G88929","SID6eb0cd1c-7ae6-11e9-a106-68b59976a384","SID9a17daae-7ae6-11e9-a106-68b59976a384","cd74a670-7ae6-11e9-a106-68b59976a384","ac725ce2-7ae6-11e9-a106-68b59976a384","d7fa5842-7ae6-11e9-a106-68b59976a384","MH0458","EGAR00001420766_9002000001422322","EGAR00001420538_9002000001360382LL","Travel115","MSM79H81","MH0139","SID8bc1311c-7ae6-11e9-a106-68b59976a384","SAMEA7045662","PNP_Main_65","EGAR00001421055_9002000001503823","MH0164","SAMEA7041184","G80265","G88988","SAMEA7045071","SAMEA7045948","MSM9VZFR","EGAR00001420999_9002000001480470","G89017","SID7197b6ee-7ae6-11e9-a106-68b59976a384","PNP_Main_358","G78895","a4b551a8-7ae6-11e9-a106-68b59976a384","Travel023","V31_01_2FE","A85_01_1FE","A27_02_1FE","JAS_1","A59_01_1FE","A19_01_1FE","A04_01_1FE","A75_02_1FE","TZ_29321","A28_02_1FE","LDK_5","A11_01_1FE","A07_01_1FE","A81_03_1FE","JAS_5","TZ_91827","LDK_9","A72_02_1FE","A91_02_1FE","A70_03_1FE","TZ_60579","A36_01_1FE","TZ_37609","A20_01_1FE","A01_02_1FE","TZ_65642","TZ_83627","KHG_4","A46_01_1FE","TZ_10742","LDK_1-2","V50_01_1FE","A79_02_1FE","TZ_47979","V53_02_1FE","A47_01_1FE","A43_02_1FE","JAS_8","V06_02_1FE","JAS_4","LDK_8","A54_02_1FE","A82_02_1FE","TZ_83788","A25_01_1FE","A09_02_1FE","LDK_2","V36_02_2FE","LDK_3","A06_01_1FE","TZ_93321","TZ_73414","A39_04_1FE","KHG_11","V07_02_2FE","KHG_6","A62_01_1FE","TZ_41014","V48_03_2FE","A73_02_1FE","A73_01_1FE","JAS_7","A68_01_1FE","TZ_24827","A92_01_1FE","A15_02_1FE","JAS_2","A55_01_1FE","V54_01_1FE","A23_01_1FE","A44_01_1FE","A03_01_1FE","V19_01_2FE","TZ_61717","A88_02_1FE","A47_02_1FE","TZ_21618","A90_04_1FE","TZ_67706","A58_03_1FE","TZ_83985","A08_01_1FE","A53_01_1FE","TZ_42041","A94_02_1FE","A04_04_1FE","TZ_38244","A41_01_1FE","A10_01_1FE","A89_02_1FE","A46_02_1FE","TZ_87532","A94_01_1FE","KHG_7","LDK_4","KHG_9","A48_01_1FE","KHG_1","TZ_81781","A09_01_1FE"
"Firmicutes unclassified",0,1.8427,0.32147,0.33714,0.06638,0.01301,0.03543,0.60004,0.25618,6.71555,1.94644,0.02202,0.07635,1.2163,0.65994,0.01809,0,0.1276,0.55379,0.03566,1.27613,0,1.16943,0,0.58474,0.82873,0.52483,0,0.36042,0.1304,0.17762,0.00908,0.39548,1.38288,1.70905,0,0.19797,0.18315,0,0.12694,0,0,6.59822,0,0.02974,5.53033,2.3236,0.06249,0,3.69167,0.24198,0.03709,1.55736,0.38222,0.13203,0,1.71443,0,0.18582,0,0.54172,7.80357,2.23316,0.27692,0,0,0.04427,0,1.88456,0,0.33244,0,0,0,0,0,0.22526,0.02992,0.75119,0.02016,0.03454,0.39608,0,0.43248,0.86218,0.46805,0.17094,0.10824,0.04618,0.11053,1.33491,0.32173,0.12991,2.12691,0.03217,0,0.09878,0.01045,0,0.77923,0.08419,0.24508,0.36847,0.68303,0.01414,0.34755,0.00989,1.36659,7.26535,0.14126,0.15644,0.00103,1.74241,3.65063,0.04738,1.96216,0.01829,0.27255,0,1.02309,13.41476,0.81203,3.63862,0.00259,0.06508,0.28855,4.10348,0,0.04394,3.94937,0.03786,0.31089,2.77371,4.44072,0,0,0.04283,0.17894,0.04491,0.03267,0.15456,3.43534,0.11175,0.01788,0,0.02735,0.54926,0.23257,0.10737,0,0.14106,0.76209,0,0,2.11774,0.36816,0.01224,0.0142,0.223,0.07159,2.88741,0.1819,0.00227,0.70134,0.83889,0.23095,1.17799,0.02722,0.15288,0.62527,1.13871,0,0.00458,2.42213,0.57691,0.38173,0.18057,0.75939,0.05802,0.18041,1.4736,1.46137,0.85556,1.4988,1.39147,0.15293,0.03465,0.02531,0.01538,1.98591,2.4395,2.36495,0.04194,3.24614,0.00562,0.33133,0.00766,0.07205,0,0.21518
"Erysipelotrichia",0,1.11709,0.17987,0,0.46319,0.01916,0.20162,0.32047,0.1785,0.58594,0.46589,1.25647,0.05575,0.03725,1.87104,0,0,0.11228,0,0.76337,0,0,1.91983,0,0.08785,0.13203,0.02115,0.00665,0.34138,1.82668,0.07588,0,0.56846,0.15005,0.31959,3.37058,0.00366,0.01785,0,0.16614,0.32862,1.45705,0.06517,0,0.94297,1.72816,0.64547,0.0144,0,1.13466,0.01413,0.01075,1.05329,2.07045,0.00941,0.25926,0.49341,0,3.82524,0,0.02126,0.33828,0.00197,0.06274,0.00574,0.8488,0,0.0069,0.5897,20.46604,0.61115,0,0,21.64047,4.09955,0,1.85285,0.44727,1.163,3.13096,0.00282,0.08024,0,0.09431,2.30793,0.28408,0.3906,2.49444,0,0.95344,0.14694,1.49788,0,0.33061,0.53111,0,1.13981,0.20066,0,6.78266,0.46335,0.58618,0.29133,5.64036,0.86781,2.86236,1.96165,0.72003,0.66617,1.19542,0.25641,15.38479,0.42038,2.99862,4.25784,7.72772,0.17977,2.46837,1.85952,3.75354,3.74472,0.19631,0.1493,0.83794,0.12095,4.54383,0.23705,0.5114,1.64064,8.18964,0.15548,0.50713,1.50648,0,0.74108,0.97674,0,2.64624,0.22233,3.09241,0.28143,1.32266,0.31682,0.43069,0.03641,1.26319,0.52558,1.0142,0.19849,0,0.04707,2.73787,0.84116,0,1.15909,0,1.25053,6.26914,5.71449,0.12855,2.74135,1.88983,0.82014,0.61783,1.17198,0.64121,13.02152,0.03323,1.26408,6.60843,3.26048,0.46148,0.48332,0.80629,4.23891,0.13561,0.80265,0.69173,3.24663,7.14826,0.62311,2.47975,0.3984,0.31002,0.26801,1.93534,0.06799,0.07187,0.56724,0.31931,1.21748,7.69345,0.22967,0.38191,0.13171,0.1674,0.66113,0.00794,0.35539,0.99793
"Verrucomicrobiae",0,0.00784,0,1.99276,0.25451,0,0,0,0.0994,3.29795,1.12346,0,0.18857,0,7.96762,0.03132,0,0.66266,0.19678,0,0.75936,0,0.10476,0,0,1.53767,0,5.42438,0,0,0.02635,0.12087,4.76157,0.83121,3.88791,0,0,0,0,5.96037,0,0,1.01026,0.0079,0,1.99768,0.52197,0.46344,0,5.52514,0.4984,0,2.36616,0.05832,0,0,0,0,0.02129,0,3.95919,0.02734,0.00711,0.73922,0,0.64484,0.33334,0,19.09539,0,0.04941,0,0,0,1.54077,0,3.82691,0,0.88077,0,0.22395,0.6912,0,0,0,3.12165,0,33.4139,0,0,0.37978,14.74697,0,0.00972,0,0,0,0,0,0,0,0,0,0,0.01059,0.20445,0,0.00652,0,0,2.97705,0,0,1.4089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23164,0,0,0,0,0,0,0,0,0.00067,0,0,0,0,0,0,0.02683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219,0,0,0,0.05498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05011,0,0,0,0,0,0,0,0,0
"Methanobacteria",0,10.96643,0,0,0,0,0.0987,0,0,4.91336,0,0,1.35534,0,0,0,0,0,0.00987,0,10.26823,0,0,0,0,0.18936,0,0,0,0,0,0,2.42085,0,0,0,0,0,0,0.06254,0,0,0.06216,0,0.13029,0,1.36647,0,0,0.04417,0,0,5.81573,0,0.12903,0,0,0,0,0,0,3.8219,0.88378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00629,0,0,1.74268,1.49075,0,2.13463,0,0,2.10035,0,0,1.84484,0,0,0.88612,0,0,0,0,0.06232,0.73438,0.21918,0,0.67552,0.88873,0.64191,9.84035,13.0522,0,0,4.66483,0.21241,0,12.49734,0,2.40189,0,1.11188,21.48695,1.64001,19.53443,0,0,0.38008,26.67904,0,0.15106,10.20031,0.00655,0,35.74129,0.66424,0.72969,0,0.19485,0,0.08806,0,0,1.70804,7.73284,0,0,0.30972,0.00172,0.46373,0,0,0,0.90484,0.0419,0,0.39213,0,0.72258,0.03795,0,0.00371,1.59556,0,0.12844,1.99359,0.0788,0.29637,0.66873,0,0,11.75952,0,0,0.13732,0,9.88391,2.62613,17.12043,0.01752,0.01151,0,0.82075,0.14857,0.05159,16.14027,0,0,12.77401,0.03387,0,0.16026,1.28979,0.18569,0,0.66779,0,0,3.22895,0,0.11394,0
"Thermoplasmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Synergistia",0,0,0,0,0,0,0,0,0,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098,0.00121,0,0,0,0,0.17587,0,0,0,0,0,0,0.00622,0,0,0,0,0,0,0,0,0,0,0,0.01026,0,0,0.00405,0.00138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595,0,0,0,0,0,0,0,0,0,0,0,0,0.00047,0,0,0.00198,0.00219,0.00045,1.46963,0,0,0,0,0,0.00251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396,0.01053,0,0,0,0.00124,0,0,0,0,0,0,0,0,0,0,0.00185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00977,0,0,0.01131,0,0,0,0,0,0
"Lentisphaeria",0,0.01486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178,0,0,0,0,0,0,0,0.11828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0.02102,0,0,0,0.07301,0,0,0,0,0,0.01668,0,0,0,0,0,0.00395,0,0,7.27031,0,0.04285,1.52696,6.60795,0,0,0.02195,0.201,0,0,0,0,0,0,0,0,0,0.01287,0.02382,0,0,0,0,0.0064,0,0.02851,9.75461,0,0,0,0.62839,0,0.37805,0,0,0,1.11272,0,0,0,0.01434,0.04332,0.0118,0,0,0,0.00764,0,0.2539,0,0.15308,0,0,0.14653,0,0,0.10994,0,0.23923,0,0,0,0,3.14684,0,0,0,0,0.00479,0.23085,0,0.00305,0,0,0,0.6887,0,0,0,0,0,0,0,0.06432,0.08751,0,0,0,0,0,0,0,0,0
"Tissierellia",0,0,0,0,0.01871,0,0,0,0,0,0,0,0.0379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21603,0.00315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29586,0,0,0.0297,0.00175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus Melainabacteria unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59273,0,0,0,0,0,0.3756,0,0,0.30801,0,0,0,0,0,0,0.49938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eukaryota unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02122,0,0,0,0.2356,0,0,0,0,0,0,0.0176,0,0,0,0.01159,0,0,0,0,0,0,0,0,0,0.00971,0.00272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02526,0.18423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16392,0,0,0,0,0.00489,0,0,0,0,0,0,0,0,0,0
"Fusobacteriia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2375,0,0,0.11327,0.00774,0,0,0,0,0,0,0,0,0.00131,0,0,0,0,0,0.00131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00375,0,0,0,0,0,0,0,0,0,0.17196,0,0.8977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mollicutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epsilonproteobacteria",0,0,0,0,0.01318,0,0,0,0,0,0,0,0.00134,0,0,0,0.01738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12213,0,0,0,0,0,0,0,0,0.00328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00309,0,0,0,0,0,0,0,0,0,0.00649,0,0,0,0,0,0,0,0.00104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01257,0,0,0,0.00231,0,0,0,0,0,0,0,0,0.00673,0.00227,0,0,0.02634,0,0.00389,0,0,0,0,0,0,0,0,0,0,0,2.83436,0.58848,0,0,0,0,0,0,0,0,0.01245,0,0,0,0.00395,0,0,0.03054,0,0,0,0,0,0,0,0.05328,0.15363,0,0,0,0.22041,0,0,0,0,0,0,0,0,0,0,0.00059,0,0,0,0,0,0,0,0,0,0,0.04453,0,0,0,0,0,0,0.00377,0,0,0,0,0,0,1.45949,0,0,0,0.40458,0,0,0,0,0,0,0,0,0,0,0
"Spirochaetia",0,0,0,0,0,0,0,0,0,0,0.99987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621,0,1.66783,0,0.26776,0.01038,0,0.04891,0.14152,0,0,0,0.5856,0,0.20132,0,2.82254,0,0,1.74489,0.65067,9.90921,0,0,7.00379,4.10494,0,0,8.40347,0,0.74612,0.58886,12.72266,0,0,0,0,0,0,0,0.42352,0.21744,0.57823,0,0.00107,0,0.00917,0,0,1.30693,1.76314,0,0,0,0,0.21912,3.54352,0,0.21477,1.10202,0,0,0.51163,0.11504,0,0.88409,0,0,0,0,0,0,0.51337,0.0421,0,0.17856,0.06252,0.71275,0,5.00858,0.42495,0,5.98235,0,5.9712,8.18102,0,0,0,0.16401,0.11344,0,0,0,0,0.09964,0,0.70467,0
"Saccharomycetes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alphaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00414,0,0,0,0,0,0,0,0,0,0,0,0.00143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyanobacteria unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavobacteriia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thermoleophilia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroidetes unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chlamydiia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerolineae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Limnochordia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chloroflexia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
