"","de028ad4-7ae6-11e9-a106-68b59976a384","PNP_Main_283","PNP_Validation_55","G80275","PNP_Main_363","SAMEA7045572","SAMEA7045355","HD-13","EGAR00001420773_9002000001423910","SID5428-4","G88848","G88743","PNP_Main_161","SAMEA7045443","SAMEA7045434","PNP_Validation_96","G80532","EGAR00001420742_9002000001415730","SAMEA7045220","G88982","EGAR00001420843_9002000001441150","a48719f0-7ae6-11e9-a106-68b59976a384","EGAR00001420336_9002000001272430","SID103_4M","EGAR00001420568_9002000001370790","EGAR00001420295_9002000001258923","G88782","G80373","EGAR00001420244_9002000001236274","PNP_Main_398","ESS-0243","HSM5MD8H_P","EGAR00001420873_9002000001447911","G89260","SID39_12M","aaf6076a-7ae6-11e9-a106-68b59976a384","EGAR00001420459_9002000001336350","HD-30","SID570_4M","ESS-0208","G80371","dc239b54-7ae6-11e9-a106-68b59976a384","MH0456","DHAK_HN","EGAR00001420696_9002000001402983","Travel054","EGAR00001421017_9002000001486419","PNP_Main_508","DHAK_HB","MH0430","SAMEA7045516","G88997","G88966","SID5427-1","SAMEA7045144","SID8c0a6d5a-7ae6-11e9-a106-68b59976a384","EGAR00001420242_9002000001235670","G80616","PNP_Main_440","SID64cff2e6-7ae6-11e9-a106-68b59976a384","SAMEA7045776","DHAK_HDA","SAMEA7045686","EGAR00001420221_9002000001228512","SAMEA104142088","SID504_12M","SAMEA7045298","YEZ_N-23","EGAR00001420666_9002000001395260","G80565","G88929","SID6eb0cd1c-7ae6-11e9-a106-68b59976a384","SID9a17daae-7ae6-11e9-a106-68b59976a384","cd74a670-7ae6-11e9-a106-68b59976a384","ac725ce2-7ae6-11e9-a106-68b59976a384","d7fa5842-7ae6-11e9-a106-68b59976a384","MH0458","EGAR00001420766_9002000001422322","EGAR00001420538_9002000001360382LL","Travel115","MSM79H81","MH0139","SID8bc1311c-7ae6-11e9-a106-68b59976a384","SAMEA7045662","PNP_Main_65","EGAR00001421055_9002000001503823","MH0164","SAMEA7041184","G80265","G88988","SAMEA7045071","SAMEA7045948","MSM9VZFR","EGAR00001420999_9002000001480470","G89017","SID7197b6ee-7ae6-11e9-a106-68b59976a384","PNP_Main_358","G78895","a4b551a8-7ae6-11e9-a106-68b59976a384","Travel023","V31_01_2FE","A85_01_1FE","A27_02_1FE","JAS_1","A59_01_1FE","A19_01_1FE","A04_01_1FE","A75_02_1FE","TZ_29321","A28_02_1FE","LDK_5","A11_01_1FE","A07_01_1FE","A81_03_1FE","JAS_5","TZ_91827","LDK_9","A72_02_1FE","A91_02_1FE","A70_03_1FE","TZ_60579","A36_01_1FE","TZ_37609","A20_01_1FE","A01_02_1FE","TZ_65642","TZ_83627","KHG_4","A46_01_1FE","TZ_10742","LDK_1-2","V50_01_1FE","A79_02_1FE","TZ_47979","V53_02_1FE","A47_01_1FE","A43_02_1FE","JAS_8","V06_02_1FE","JAS_4","LDK_8","A54_02_1FE","A82_02_1FE","TZ_83788","A25_01_1FE","A09_02_1FE","LDK_2","V36_02_2FE","LDK_3","A06_01_1FE","TZ_93321","TZ_73414","A39_04_1FE","KHG_11","V07_02_2FE","KHG_6","A62_01_1FE","TZ_41014","V48_03_2FE","A73_02_1FE","A73_01_1FE","JAS_7","A68_01_1FE","TZ_24827","A92_01_1FE","A15_02_1FE","JAS_2","A55_01_1FE","V54_01_1FE","A23_01_1FE","A44_01_1FE","A03_01_1FE","V19_01_2FE","TZ_61717","A88_02_1FE","A47_02_1FE","TZ_21618","A90_04_1FE","TZ_67706","A58_03_1FE","TZ_83985","A08_01_1FE","A53_01_1FE","TZ_42041","A94_02_1FE","A04_04_1FE","TZ_38244","A41_01_1FE","A10_01_1FE","A89_02_1FE","A46_02_1FE","TZ_87532","A94_01_1FE","KHG_7","LDK_4","KHG_9","A48_01_1FE","KHG_1","TZ_81781","A09_01_1FE"
"Holdemanella",0,1.07452,0.1349,0,0.38387,0,0.03019,0,0,0.04987,0.1049,0.24949,0.02189,0,1.44121,0,0,0.01358,0,0.0532,0,0,0.62431,0,0,0,0.01356,0,0,0,0,0,0.07597,0,0,0,0,0,0,0,0,0,0,0,0.93887,1.72816,0.15714,0,0,0.34382,0,0,0.15203,1.95196,0,0,0,0,3.44863,0,0,0,0,0,0,0.45337,0,0,0.19828,0,0,0,0,0,0,0,1.83154,0,0,2.16448,0,0.05744,0,0,2.29009,0.28408,0.38114,0,0,0,0,0,0,0.06816,0.27311,0,1.13981,0,0,1.03466,0.20658,0.02668,0.12879,0.38092,0.75071,1.40584,0.82583,0.01662,0.58694,0.5618,0.18415,15.30064,0.38145,0,0.23719,2.23172,0.06929,0.85413,1.12051,2.01165,0.27386,0.00633,0.08431,0.08346,0.09883,2.74334,0.07386,0.08125,0.22516,8.18964,0.10573,0,0.08923,0,0.39411,0.88315,0,1.41569,0,0.53624,0.21782,0.18884,0.20522,0.07727,0,0.23422,0.05716,0.01217,0.03908,0,0.04707,2.66621,0.12494,0,0,0,1.22323,4.0651,0.5726,0.05627,0.13882,0.30293,0.78865,0.47404,0.28066,0,0.95883,0,0.78397,0.6176,0.77095,0.21313,0.07895,0,0.03672,0.11641,0.6705,0.04715,3.01662,7.05306,0.58194,0.29927,0.0354,0.31002,0.137,1.13154,0.06799,0,0.49907,0.01924,1.00569,1.66862,0.11441,0.02281,0.07386,0.05532,0.44196,0,0.06733,0.99793
"Odoribacter",0,0.26458,1.34376,4.29541,0.31977,0.52896,0,0.97053,0.03596,1.34562,0.51651,0.00546,0.21238,1.6459,0.53348,0.47697,0,0.02752,0.75633,0,0.03377,0,0,0,0.09654,0.19451,0.13573,0,0,0.37925,0.51587,0,0.08927,0.03659,0,0,0,0,0,1.50102,0,0,0,0,0,1.12094,0,0.47299,0.16028,0.49805,0.19465,0.27764,0.15066,0,0.33614,0,0.22662,0,0.49623,0,0.62136,0,1.51246,0.13148,0,0,0.3009,0.47535,0.11631,0,0.23475,0,0,0,0,0,0.66996,0.00113,0.14755,0.00374,0,0.5102,0,0.5624,0.0571,0.04115,0.25942,0.32587,0,0,0.53963,0.65131,0.26089,0.1519,0.16766,0,0.17436,0,0,0.12143,0.04003,0,0.2797,0.01508,0,0,0,0.13544,0,0.00444,0.92618,0,0.00794,0.35992,0.00037,0,0,0,0.39187,1.555,0,0.10235,0,0,0.20096,0,0,0,0.31874,0,0.03697,0,0,0,0.00288,0,0.35156,0.38567,0.0767,0.02414,0.00463,0,0,0,0,0,0.043,0,0,0,0,0,0,0,2.28277,0.11557,0,0,0,0,0.05318,0,0,0,0,0,0,0.03156,0.00445,0,0,0,0.12524,0,0,0,0,0,0,0.54242,0,0.0719,0,0,1.25519,0.29758,0,0.06589,0,0,0,0,0.02202,0.00529,0.01763,0.03062,0,0.06914,0,0
"Barnesiella",0,2.01312,5.0351,15.25554,0.20275,1.6956,0,0,0.08842,0.34193,0,0.1304,1.64599,2.09404,3.83517,0.39054,0.06732,0.16744,0.5451,0.10489,0.04698,0,0,0,0,0.08388,0.87017,0,0.21529,0.04787,0.02381,0,0.54938,0.20753,0,0,0,0.32237,0,3.7181,0,0,0,0,0.14009,0.77157,0.00693,1.91937,0,0.08739,0.33527,0.27934,0.24091,0,1.16769,0,1.30094,0,0.38898,0,1.2256,0,1.32849,0.22233,0,0,0.42993,0,0.72145,0,0.22861,0,0,0,0,0,1.64159,0.0263,0.3158,0.01943,0,1.68866,0,1.51294,0.15286,0.76231,0.05361,0.04818,2.98841,0.05602,0.03691,7.57762,1.11435,0.64646,0.18744,0,0.45417,0,0,0.07679,0,0,0.00944,0,0,0,0,0.01427,0,0,1.47596,0,0,0.07326,0,0,0,0,0.22941,0.51559,0,0.01134,0,0,0,0,0,0,0.0254,0,0,0,0,0,0.00612,0,1.84934,0.0263,1.4808,0.00415,0,0,0,0,0,0,0.00848,0,0,0,0,0,0,0.01495,0.43271,0,0,0,0,0,0,0,0,0,0,0,0,1.48098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19554,0,0,0.00216,0,0,0,0,0,0,0,0,0.04843,0,0,0,0.08501,0,0
"Sellimonas",0,0,0,0,0,0.06195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27636,0,0,0.00638,0,0,0.00042,0,0,0,2.0907,0,0,0,0,0.03404,0,1.65774,0.00135,0,0,0,0,0,0,0,0.01039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14981,0,0,0,0,0,0,0,0,0.00349,0,0,0,0,0,0.16348,0,0.03613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slackia",0,0.38448,0,0,0,0,0,0,0.26455,0.10919,0.0691,0,0.00285,0.13673,0.30676,0,0.12794,0.06725,0.14555,0,0,0,0,0,0.00457,0.32084,0.21478,0,0.34339,0,0.00164,0,0.23805,0.00402,0,0,0,0,0,0,0,0,0,0,0.01053,0,0.90202,0,0,0.01175,0,0.20188,0.37252,0,0,0,0.01047,0,0.58535,0,0,0.40079,0,0,0,0.10441,0,0,0.34878,0.00113,1.12327,0,0,0,0,0,0.00264,0,0,0.0733,0,0,0,0,0.35799,0.05225,0.0634,0,0,0,0,0,0,0.43347,0.13278,0,0,0,0,0.07558,0.46539,0.45644,0.58116,0.17233,0.94061,0.93152,0.21514,0.00571,0.2318,0.69068,0.08088,0.04723,0.14072,0.06007,0.21294,0.81477,0.15519,0.24175,0.10138,0.53387,0.70986,1.86651,0.14258,0.02715,0.02943,0.2462,0.01839,0.07742,0.34746,0.01608,0.15938,0,0.96897,0.19769,0.09996,0.29864,0.00318,0.23135,2.44832,0.18023,0.11709,2.3941,8.18126,0.07856,0,0.0525,0,0.00268,0.04351,0,0.84651,0.12389,0.03822,0,0.0203,1.08568,0.66923,0.19589,3.10159,0.09667,0.15565,0.02889,0.56642,0.35875,3.44429,0,0.19087,0,0.12869,4.3686,1.07279,0.69746,0.34522,0.26846,0.13688,0.04609,0.43484,0.01638,0.26213,0,0.26324,0.08793,0.0629,0.69016,0.92382,0.06094,0.12647,0,0.11705,0.0205,0.24532,0.49833,0.04671,0.54682,0.17092,0.28345,0.86099,0,0.11684,0.54592
"Butyricimonas",0,0.24391,0.22052,1.83095,0.04057,0,0,0,0,0,0,0,0.10895,0,0.2214,0.05002,0,0,0.13126,0,0,0,0,0,0,0.01795,0.03956,0,0,0,0,0,0.00867,0,0,0,0,0.14584,0,0.58942,0,0,0,0,0,0.19847,0,0.17832,0,0.12605,0.00037,0,0,0,0,0,0.2841,0,0.25762,0,0.01488,0,0.29859,0,0,0,0.17935,0.26903,0.00053,0,0.02226,0,0,0,0,0,0,0.00383,0.0251,0.00421,0,0.21685,0,0.33686,0.00042,0.0374,0.04459,0.42897,0,0,0.06262,0.05461,0.18545,0.09746,0,0,0.07209,0,0,0.06181,0,0,0.00743,0.00761,0,0,0,0.01174,0,0,0,0,0,0.01359,0,0,0,0,0,0.01635,0,0,0,0,0,0,0,0,0.00968,0,0,0,0,0,0.00079,0,0,0.00522,0,0,0,0,0,0,0,0,0.00159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00331,0,0,0,0,0,0,0,0,0,0,0.03198,0,0.01061,0,0,0,0,0.01877,0,0.1096,0,0,0.07848,0.01289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haemophilus",4.48961,0.01,0,0.01362,0.01171,0.08129,0.00592,0,0,0,0.01106,0.00518,0,0,0.06213,0.01479,0.4562,0,0,0.15048,0,0,0,0,0,0,0,0.02504,0,0,0,0.03242,0.03873,0,0,0,0,0.03114,0.02081,0.00426,0.12127,0.2888,0,0,0,0,0,0,0,0,0.19634,0.0234,0,0,0,0.44667,0,2.67214,0,0.69944,0,0,0.03389,0,0.23619,1.04765,0.02788,0,0,0,0,0,0,0,0,0,0,0,0,0.04402,1.92783,0.08595,0,0.014,0.05047,0,0,0,0,0,0,0,0,0.07925,0,0.19307,0,0,0,0,0.42345,0.2518,0.12471,0,1.34853,0.08261,0.16219,0,0,0.11017,0.01519,0.90149,0.01761,0.02829,0.00902,0.04138,0.01679,0.03537,0.36443,1.19297,0,0.18692,0,0,0,0.0218,0,0.02525,4.53856,0,0.01497,0.36311,0.15143,0,0.00147,3.20054,0,0.15314,0,0.04165,0,0.18029,0,0.0502,0.16046,0.15195,0.00989,0,0,0,0.01044,0,0.02069,0,0,1.09984,0.03585,0,0.00566,0.00243,0,0,0,0,0.04573,0,0,0.39025,0.12713,0.00833,0.53728,0,0.07244,0,0,0.00419,0,0.05345,0,0.15946,0,0,0.5569,0,0.17552,0.11735,0,0,13.57636,0.02045,0,0,0.18681,0,0.24771,0,0,0.2485,0.3058,0.79926
"Coprobacter",0,0.25769,0.05487,0.31109,0,0.09728,0,0,0,0.06995,0,0,0.05394,0.44113,0.24215,0.00193,0,0,0.00923,0.02013,0.0478,0,0,0,0.04723,0.00667,0.07469,0,0,0,0,0,0.02811,0.03363,0,0,0,0.01972,0,0,0,0,0,0,0,0,0,0.05178,0,0,0.03296,0,0,0,0.18345,0,0,0,0.04731,0,0.59671,0,0.08176,0.0096,0,0,0.27031,0.41946,0.09747,0,0.19662,0,0,0,0,0,0,0,0.13651,0,0,0.09351,0,0.41646,0.01077,0.005,0.01494,0.05423,0,0,0,0.19155,0,0,0.02769,0,0.01932,0,0,0.01988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Turicibacter",0,0.01584,0,0,0,0.00954,0.07298,0,0.1785,0,0,0,0.02997,0,0.42076,0,0,0.0987,0,0.71017,0,0,1.29552,0,0,0,0,0,0,0.01215,0,0,0.12427,0.04081,0,0,0,0.00195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01075,0,0,0.00336,0.00413,0.13211,0,0,0,0,0,0.00197,0,0.00522,0.07586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00282,0.0089,0,0.01354,0,0,0,0.04205,0,0.06091,0.00994,1.14818,0,0.05668,0,0,0,0,0,0,0.15545,0.01264,0.01418,0.13004,0,1.25103,0.12712,0.19199,0.07923,0.58534,0,0.00411,0.0154,0,0.03883,5.496,0.02187,0.13485,0,0.79052,3.47086,0.18998,0,0,0,0,0.03625,0,1.40031,0,0,0,1.11996,0,0.20594,0,0,0,0,0.05474,0,0.1647,0.09354,0,0,1.02439,0,0.22771,0.00187,0,0,0,0.70527,0,0,0,0.00884,0,3.91146,0,0.02473,0.0023,0.0187,0.06084,0.88742,0,0,0.03323,0.10836,5.99083,2.17789,0.24835,0.0288,0,0.16923,0,0,0.02312,0,0.0952,0,0,0,0,0.01241,0,0,0.07187,0.06817,0.07411,0.11215,0.22797,0.02332,0,0,0,0,0.00794,0.28806,0
"Intestinibacter",0,0.69267,0,0.04257,3.47145,0.00816,0.40578,0.03836,0.15728,0.13471,0,0,0.00763,0.78499,0.1662,0,0.00042,0.37076,0.01203,0.31914,0.1391,0,0.01915,0,0.18758,0,0,0.01633,0,0.46137,0.03322,0,0,0.0698,0.11841,0.01117,0.04614,0.01826,0,0.00119,0.06327,0.29473,0.03691,0,0.9964,0.102,0.05916,0,0,0,0.04186,0,0.0372,0.30779,0.01841,0.0121,1.30138,0,0.19465,0,0.00359,0,0,0.18852,0.00666,0.5658,0,0,0.03661,0.04946,0.0198,0,0,0.06876,0.08596,0,0,0,0,0.10185,0.00308,0.14725,0,0,0.32216,0,0,0.01585,0,0.38466,0.0102,0.32697,0,0.35138,0,0,0.06077,0,0,0.05824,0.13715,0.00314,0.1654,0.0517,0,0.52305,0.24203,0.02413,0.55633,0.26996,0.00459,0.00068,0.08679,0,0,2.49449,0.00233,0.2154,0,0.15682,1.4446,0.0566,0.15306,0.10744,0.03372,0.59377,1.36218,0,0.21746,0.21595,0,1.43549,0.94472,0,0.09489,0,0.1635,0,0.00963,0.00671,0,0.02617,0.78682,0,0,0.12492,0,0.03632,0,0,0.03004,0.45321,0.04589,0,0,0.01254,0.07114,1.44865,0.80398,0,0.02175,0,0.29536,0.1774,1.62137,0,0,0.02767,0.3268,4.17163,2.36634,0.04873,0.08599,0.22311,0.03475,0.09534,0.05977,0.00134,0.89213,0.00307,0,0,0,0,0,0.01297,0,0.00985,0.39379,0.00043,0.07386,0,0,0,0,0,0,0,0.28458,0.01642
"Erysipelatoclostridium",0,0,0,0,0,0,0,0,0,0.45383,0,0,0,0.03725,0,0,0,0,0,0,0,0,0,0,0.05712,0.0414,0.00759,0.00665,0,1.6293,0.0118,0,0,0.08956,0.21488,3.37058,0,0,0,0.0121,0.31399,1.45705,0.0639,0,0.0041,0,0.00102,0,0,0,0.01334,0,0,0.02918,0.00605,0.25513,0.19061,0,0.0055,0,0.00035,0,0,0.06274,0,0.31957,0,0,0,20.46604,0,0,0,21.64047,4.09955,0,0.00011,0.039,0,0,0,0,0,0.02929,0,0,0.00291,1.80871,0,0.02584,0.01758,0.33493,0,0,0.24541,0,0,0.20066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02212,0,0,0,0,0,0,0,0,0,0.00017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64121,0,0,0,0,0,0,0.02701,0,0.75835,0.00248,0,0.01433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allisonella",0,0,0,0,0,0,0,0,0,0,0.0562,0,0,0,0,0,0,0,0,0.00716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03816,0,0,0.01192,0,0,0,0,0,0.11082,0,0,0,0.03655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01172,0,0,0,0,0.01544,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01004,0,0,0.00545,0,0,0,9e-04,0,0,0,0,0,0.00311,0,0,0,0,0,0,0,0,0,0,0,0,0.01023,0,0,0,0,0,0,0,0.00416,0,0,0,0,0,0,0,0,0,0,0,0,0.00063,0,0,0,0,0,0,0,0,0,0,0.00686,0,0,0,0,0,0,0,0,0.00094,0.01009,0,0,0,0
"Ruminococcaceae unclassified",0,0.85082,0,0.02591,0.0241,0.0776,0.00118,0,0.84678,16.20223,0.34201,0,0.53371,0.31891,0.33265,0,0,0.08335,0.02231,0.06903,0.53442,0,0.917,0,0.241,0.25775,1.11722,0,0.00894,0.00347,0.16459,0.08619,0.00318,0.02638,5.16828,0,4.31751,0,0,0.23199,0,0,12.70385,0,0.21567,1.74287,0.33352,14.30961,0.02913,0.52693,0.00855,2.24496,0.41727,0.03662,8.4269,0,0.00813,0,0.25506,0,0.63168,0,0.42537,0.04798,0,0,0,0.00933,0.13587,0,0.28371,0,0,0,0,0,0.00514,0.00897,3.57152,0,0.01031,0.17787,0,0.14024,0.32951,0,0.16515,0.07087,0,0.00216,0.60468,0,0,0.49336,0.04242,0,0.12086,0,0,0,0.32088,0,0.01264,0.23376,0,0,0,1.9085,4.05102,0.03032,0.02245,0,2.05721,0.06913,0,0.07845,0,0,0,0.02003,6.1296,0,1.87293,0,0.1084,0.07396,0,0,0,0.02317,0.037,0,0.58547,6.85308,0.00885,0.09531,0.38134,0.19231,0,0.004,0,0,0,0.14652,0,0.01984,0.01692,0.02423,0,0,0.09189,1.15296,0,0,0,0.09544,0,0.10742,0,0,0.154,0.0764,0.44308,0,0.00702,0,0.10341,0,0,0,0,0,0,1.73396,0.10079,0,0.15448,0.00569,0.20028,0.76481,0,1.23974,0.01351,0,0,0,0,0,0,0.0465,0,0,0.03741,0.02697,0.00332,0.154,0,0.01003,0,0
"Veillonella",0,0.00187,0,0,0,0.04586,0.12114,0.01379,0.01107,0,0,0,0,0.05957,0.01549,0.00871,1.35224,0,0,0,0,0,0.05994,4.03344,0,0,0,2.60673,0,0,0,0.0296,0,0,0.05148,15.26271,0,0.01217,1.18577,0.05759,23.87696,6.13353,0.08158,0,0,0,0,0,0,0,0.38092,0.02078,0,0.08209,0.00277,0.22922,0,0,0,19.10491,0,0,0.00647,0,0.06839,2.3033,0.07004,0,0,0.00737,0,0,0,1.0112,3.41843,0,0,0,0,0.00928,4.24589,0,5.0654,0.01532,0.02085,0.03316,0,0,5.38244,0,0,0,0,0.24242,0.00928,0,0,0,0.43601,0.01816,2.11657,0.2858,0.67237,0,0.32647,0.3671,0.12851,0.00797,0,0.23591,0.01285,0.90352,0.01519,0.01418,0,0,0.13199,0.05677,0.65093,0.03829,0,0.14837,0,0,0.01684,0.51088,0,0,6.32145,0,0.00711,0,0.15994,0,1.12942,0,0,0.04665,0.0071,0,0.00678,0.36453,0,0,0.23436,0.17307,0.00616,0.73123,0,0,0,0.01777,0.26283,0,0,0.0045,0.00335,0.10368,0,0.17655,0,0,0,0,0,0,0.00106,0.16141,0.03865,0,0.0648,0,0.19224,0,0,0.00541,0,1.61211,0,0,0,0,0.79827,0,0.02967,0.08759,0,0.03792,3.01078,0,0.04671,0,0.04405,0,0.18482,0,0.1995,0.08873,0,2.01159
"Rothia",0.25083,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0.14055,0,0.00647,0,0.03861,0,0,0.04608,0,0,0,0.03278,0.00033,0.00038,0,0,0,0,0.01117,0,0,0,0,0,0,0,0,0,0,0.02136,0,0,0,0,0.00358,0,0,0,0,0,0,0,0,0.04825,0,0.0036,0,0,0,0,0.02528,0,0,0,0,0,0,0,0,0,0,0.00722,0,0,0.00853,0,0,0,0,0,0,0,0,0,0.01061,0,0,0,0,0.00983,0.02364,0.00615,0,0,0,0,0,0,0.00265,0,0.02554,0,0.00108,0.00746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05015,0,0,0,0,0,0.01033,0,0,0,0,0.05871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01422,0.003,0,0,0.00053,0,0,0,0,0,0,0.00529,0,0.03497,0,0.02165,0,0.00434,0,0,0,0.01699,0.03351,0,0,0,0,0.03657,0,0.1455,0.00099,0,0,0,0.03454,0,0,0,0,0.04889,0,0,0.07664,0,0
"Pseudoflavonifractor",0,0.01971,0,0,0,0,0,0,0,0.08909,0,0,0,0,0,0,0,0,0,0,0,0,0.00896,0,0,0,0,0,0,0,0.23766,0,0,0.02746,0,0,0,0,0,0.00471,0,0,0.0152,0,0,0,0,0,0,0.0084,0,0,0,0.01653,0.00045,0,0,0,0,0,0.00082,0,0,0,0,0,0,0,0,0,0.16325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerotruncus",0,0,0,12.91532,0,0,0.00263,0,0,0,0,2.26384,0,0,0,0,0,0,0,0,0,0,0,0,0.00171,0,0,0.02617,0,0.13002,0.96858,0,0,0,0.02014,0,0,0,0,0.02476,0,0,0.02693,0,0,0,0,0.00241,0,0,0.00982,0,0,0,0,0,0.06757,0,0.07492,0,0.05845,0,0,0,0,0,0,0.01248,0,0,3.72552,0,0,0,0,0,0,0,0,0,6.41291,0,0,0.00798,0,0,0,0.01223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31997,0,0,0,0,0.59288,0,0,0,0,0,0,0.04861,0.01933,0,0.02774,0.34637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01365,0,0,0,0,0,0.04098,0,0,0,0,0,0,0,0,0.57419,0,0.01334,0,0,0,0,0
"Akkermansia",0,0.00784,0,1.99276,0.25451,0,0,0,0.0994,3.29795,1.12346,0,0.18857,0,7.96762,0.03132,0,0.66266,0.19678,0,0.75936,0,0.10476,0,0,1.53767,0,5.42438,0,0,0.02635,0.12087,4.76157,0.83121,3.88791,0,0,0,0,5.96037,0,0,1.01026,0.0079,0,1.99768,0.52197,0.46344,0,5.52514,0.4984,0,2.36616,0.05832,0,0,0,0,0.02129,0,3.95919,0.02734,0.00711,0.73922,0,0.64484,0.33334,0,19.09539,0,0.04941,0,0,0,1.54077,0,3.82691,0,0.88077,0,0.22395,0.6912,0,0,0,3.12165,0,33.4139,0,0,0.37978,14.74697,0,0.00972,0,0,0,0,0,0,0,0,0,0,0.01059,0.20445,0,0.00652,0,0,2.97705,0,0,1.4089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23164,0,0,0,0,0,0,0,0,0.00067,0,0,0,0,0,0,0.02683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219,0,0,0,0.05498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05011,0,0,0,0,0,0,0,0,0
"Methanobrevibacter",0,10.96643,0,0,0,0,0.0987,0,0,4.91336,0,0,1.35534,0,0,0,0,0,0.00987,0,10.26823,0,0,0,0,0.18936,0,0,0,0,0,0,2.42085,0,0,0,0,0,0,0.06254,0,0,0.06216,0,0.13029,0,1.16022,0,0,0.04417,0,0,5.81573,0,0.12903,0,0,0,0,0,0,3.8219,0.88378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00629,0,0,1.74268,1.13491,0,2.05168,0,0,1.19488,0,0,1.84484,0,0,0.88612,0,0,0,0,0.06232,0.73438,0.20186,0,0.25767,0.62499,0.64191,8.75849,11.9797,0,0,4.47275,0.20336,0,8.98053,0,2.40189,0,1.02956,18.50977,1.61955,17.53468,0,0,0.38008,24.72261,0,0.02115,10.20031,0.00655,0,33.67933,0.66424,0.72807,0,0.19485,0,0.08806,0,0,1.69365,7.61547,0,0,0,0.00172,0.42728,0,0,0,0.90484,0.00786,0,0.39213,0,0.72258,0.03795,0,0.00371,1.59556,0,0,1.96388,0.0788,0.29637,0.6049,0,0,10.04691,0,0,0.13732,0,9.88391,2.46034,17.12043,0.01752,0.01151,0,0.54062,0.14857,0.05159,16.14027,0,0,12.77401,0.03387,0,0.16026,1.28979,0.18569,0,0.52007,0,0,3.22895,0,0.11394,0
